U;2018.01.28;19;29
U;2018.01.28;25;59
U;2018.01.28;14;79
U;2018.01.29;35;40
U;2018.01.29;13;45
S;2018.01.29;49;69
S;2018.01.29;32;89
U;2018.01.29;10;91
S;2018.01.29;4;38
S;2018.01.29;35;17
U;2018.01.29;41;98
S;2018.01.29;38;100
S;2018.01.29;1;40
U;2018.01.29;1;41
S;2018.01.29;11;13
U;2018.01.29;1;99
S;2018.01.29;20;15
S;2018.01.29;38;59
S;2018.01.29;48;74
S;2018.01.29;31;65
U;2018.01.29;34;85
S;2018.01.29;37;22
U;2018.01.29;46;6
U;2018.01.29;6;90
U;2018.01.29;44;77
U;2018.01.29;20;6
U;2018.01.29;28;13
U;2018.01.29;22;47
S;2018.01.29;23;11
S;2018.01.29;18;2
S;2018.01.29;49;15
U;2018.01.29;38;17
U;2018.01.29;47;86
U;2018.01.29;2;95
S;2018.01.29;14;50
U;2018.01.29;20;74
S;2018.01.29;44;64
S;2018.01.29;45;13
S;2018.01.29;46;81
U;2018.01.29;29;25
S;2018.01.29;26;96
U;2018.01.29;41;36
U;2018.01.30;44;32
S;2018.01.30;41;93
S;2018.01.30;20;71
U;2018.01.30;6;51
U;2018.01.30;29;20
U;2018.01.30;20;100
S;2018.01.30;34;34
U;2018.01.30;13;58
U;2018.01.30;11;4
S;2018.01.30;30;59
U;2018.01.30;44;26
S;2018.01.30;22;98
U;2018.01.30;35;89
S;2018.01.30;25;42
U;2018.01.30;14;33
S;2018.01.30;37;9
S;2018.01.30;13;6
U;2018.01.30;43;81
S;2018.01.30;38;1
U;2018.01.30;17;13
U;2018.01.30;13;97
U;2018.01.30;19;93
U;2018.01.30;45;79
U;2018.01.30;21;75
U;2018.01.30;32;92
U;2018.01.30;12;98
U;2018.01.30;34;15
S;2018.01.30;36;34
U;2018.01.30;18;94
U;2018.01.30;44;49
S;2018.01.30;1;51
S;2018.01.30;13;13
S;2018.01.30;30;84
U;2018.01.30;45;93
S;2018.01.31;41;52
U;2018.01.31;33;68
U;2018.01.31;23;88
U;2018.01.31;22;65
U;2018.01.31;39;50
S;2018.01.31;6;34
S;2018.01.31;23;12
S;2018.01.31;12;57
S;2018.01.31;27;66
S;2018.01.31;34;72
U;2018.01.31;45;12
S;2018.01.31;22;54
U;2018.01.31;44;92
U;2018.01.31;43;85
U;2018.01.31;44;64
U;2018.01.31;23;55
U;2018.01.31;39;73
S;2018.01.31;41;10
S;2018.01.31;25;57
U;2018.01.31;21;30
U;2018.01.31;17;15
U;2018.01.31;40;55
S;2018.01.31;22;73
U;2018.01.31;20;66
U;2018.01.31;1;46
S;2018.01.31;16;33
S;2018.01.31;8;36
U;2018.01.31;17;95
U;2018.01.31;29;32
U;2018.01.31;36;67
U;2018.01.31;43;94
S;2018.01.31;54;66
S;2018.01.31;23;72
S;2018.01.31;17;63
U;2018.01.31;30;73
U;2018.01.31;13;82
U;2018.01.31;7;66
U;2018.01.31;31;54
U;2018.01.31;45;12
S;2018.01.31;17;70
U;2018.01.31;39;41
U;2018.01.31;43;53
U;2018.01.31;45;21
U;2018.01.31;37;15
U;2018.01.31;4;15
